SSE_output_unit1,SSE_output_unit2,SSE_output_unit3,SSE_output_unit4,SSE_output_unit5,SSE_output_unit6,SSE_output_unit7,SSE_output_unit8
0.8254,0.8692,0.8590,0.7666,0.7900,0.8874,0.8687,0.7766
0.8246,0.8691,0.8586,0.7642,0.7885,0.8874,0.8686,0.7748
0.8239,0.8690,0.8582,0.7619,0.7871,0.8873,0.8686,0.7730
0.8231,0.8688,0.8577,0.7594,0.7856,0.8873,0.8685,0.7711
0.8223,0.8687,0.8573,0.7569,0.7841,0.8872,0.8685,0.7692
0.8215,0.8686,0.8568,0.7544,0.7825,0.8872,0.8684,0.7672
0.8207,0.8685,0.8564,0.7518,0.7809,0.8871,0.8683,0.7652
0.8199,0.8684,0.8559,0.7492,0.7793,0.8871,0.8683,0.7632
0.8191,0.8682,0.8555,0.7465,0.7777,0.8870,0.8682,0.7611
0.8183,0.8681,0.8550,0.7437,0.7761,0.8869,0.8682,0.7590
0.8175,0.8680,0.8545,0.7409,0.7744,0.8869,0.8681,0.7568
0.8167,0.8679,0.8540,0.7380,0.7728,0.8868,0.8681,0.7546
0.8158,0.8677,0.8535,0.7350,0.7711,0.8868,0.8680,0.7524
0.8150,0.8676,0.8530,0.7320,0.7693,0.8867,0.8680,0.7501
0.8142,0.8675,0.8525,0.7290,0.7676,0.8866,0.8679,0.7478
0.8133,0.8674,0.8520,0.7258,0.7658,0.8866,0.8679,0.7454
0.8125,0.8673,0.8514,0.7226,0.7640,0.8865,0.8678,0.7430
0.8116,0.8671,0.8509,0.7194,0.7622,0.8864,0.8678,0.7405
0.8107,0.8670,0.8504,0.7160,0.7604,0.8864,0.8677,0.7380
0.8099,0.8669,0.8498,0.7126,0.7585,0.8863,0.8677,0.7354
0.8090,0.8668,0.8493,0.7092,0.7566,0.8862,0.8677,0.7328
0.8081,0.8667,0.8487,0.7056,0.7547,0.8862,0.8676,0.7302
0.8072,0.8666,0.8481,0.7020,0.7527,0.8861,0.8676,0.7275
0.8063,0.8664,0.8476,0.6984,0.7508,0.8860,0.8676,0.7247
0.8055,0.8663,0.8470,0.6946,0.7488,0.8859,0.8675,0.7219
0.8046,0.8662,0.8464,0.6908,0.7468,0.8859,0.8675,0.7191
0.8037,0.8661,0.8458,0.6869,0.7448,0.8858,0.8675,0.7162
0.8028,0.8660,0.8452,0.6830,0.7427,0.8857,0.8674,0.7132
0.8019,0.8659,0.8446,0.6789,0.7407,0.8856,0.8674,0.7102
0.8010,0.8658,0.8440,0.6748,0.7386,0.8856,0.8674,0.7071
0.8001,0.8657,0.8433,0.6707,0.7365,0.8855,0.8674,0.7040
0.7992,0.8656,0.8427,0.6664,0.7343,0.8854,0.8674,0.7009
0.7982,0.8655,0.8420,0.6621,0.7322,0.8853,0.8674,0.6976
0.7973,0.8654,0.8414,0.6577,0.7300,0.8852,0.8673,0.6943
0.7964,0.8653,0.8407,0.6533,0.7278,0.8851,0.8673,0.6910
0.7955,0.8652,0.8401,0.6487,0.7256,0.8851,0.8673,0.6876
0.7946,0.8651,0.8394,0.6441,0.7233,0.8850,0.8673,0.6842
0.7937,0.8650,0.8387,0.6395,0.7211,0.8849,0.8673,0.6807
0.7928,0.8649,0.8380,0.6347,0.7188,0.8848,0.8673,0.6771
0.7919,0.8649,0.8373,0.6300,0.7165,0.8847,0.8673,0.6735
0.7910,0.8648,0.8366,0.6251,0.7142,0.8846,0.8673,0.6698
0.7900,0.8647,0.8359,0.6202,0.7118,0.8845,0.8673,0.6661
0.7891,0.8646,0.8351,0.6152,0.7095,0.8844,0.8674,0.6623
0.7882,0.8645,0.8344,0.6101,0.7071,0.8843,0.8674,0.6584
0.7873,0.8645,0.8337,0.6050,0.7047,0.8842,0.8674,0.6545
0.7864,0.8644,0.8329,0.5999,0.7023,0.8841,0.8674,0.6506
0.7855,0.8643,0.8321,0.5947,0.6999,0.8840,0.8674,0.6466
0.7846,0.8643,0.8314,0.5894,0.6975,0.8839,0.8675,0.6425
0.7838,0.8642,0.8306,0.5841,0.6950,0.8838,0.8675,0.6384
0.7829,0.8642,0.8298,0.5787,0.6926,0.8837,0.8675,0.6342
0.7820,0.8641,0.8290,0.5733,0.6901,0.8836,0.8676,0.6300
0.7811,0.8641,0.8282,0.5678,0.6876,0.8835,0.8676,0.6257
0.7802,0.8640,0.8274,0.5624,0.6851,0.8834,0.8677,0.6214
0.7794,0.8640,0.8265,0.5568,0.6826,0.8833,0.8677,0.6170
0.7785,0.8639,0.8257,0.5513,0.6801,0.8832,0.8677,0.6126
0.7777,0.8639,0.8249,0.5457,0.6775,0.8831,0.8678,0.6081
0.7768,0.8638,0.8240,0.5401,0.6750,0.8830,0.8679,0.6036
0.7760,0.8638,0.8231,0.5344,0.6724,0.8828,0.8679,0.5990
0.7751,0.8638,0.8223,0.5288,0.6699,0.8827,0.8680,0.5944
0.7743,0.8638,0.8214,0.5231,0.6673,0.8826,0.8680,0.5897
0.7735,0.8638,0.8205,0.5174,0.6647,0.8825,0.8681,0.5851
0.7726,0.8637,0.8196,0.5117,0.6621,0.8824,0.8682,0.5803
0.7718,0.8637,0.8186,0.5060,0.6595,0.8822,0.8683,0.5756
0.7710,0.8637,0.8177,0.5003,0.6569,0.8821,0.8683,0.5708
0.7702,0.8637,0.8168,0.4946,0.6543,0.8820,0.8684,0.5660
0.7694,0.8637,0.8158,0.4889,0.6517,0.8819,0.8685,0.5611
0.7687,0.8637,0.8149,0.4832,0.6491,0.8817,0.8686,0.5562
0.7679,0.8637,0.8139,0.4775,0.6464,0.8816,0.8687,0.5513
0.7671,0.8637,0.8129,0.4719,0.6438,0.8814,0.8688,0.5464
0.7664,0.8637,0.8119,0.4662,0.6412,0.8813,0.8688,0.5414
0.7656,0.8638,0.8109,0.4606,0.6385,0.8812,0.8689,0.5365
0.7649,0.8638,0.8098,0.4550,0.6359,0.8810,0.8690,0.5315
0.7641,0.8638,0.8088,0.4495,0.6332,0.8809,0.8691,0.5265
0.7634,0.8638,0.8078,0.4439,0.6306,0.8807,0.8692,0.5214
0.7627,0.8638,0.8067,0.4384,0.6279,0.8806,0.8694,0.5164
0.7620,0.8639,0.8056,0.4330,0.6253,0.8804,0.8695,0.5114
0.7613,0.8639,0.8045,0.4276,0.6226,0.8803,0.8696,0.5064
0.7606,0.8640,0.8034,0.4222,0.6199,0.8801,0.8697,0.5013
0.7599,0.8640,0.8023,0.4168,0.6173,0.8800,0.8698,0.4963
0.7592,0.8640,0.8011,0.4116,0.6146,0.8798,0.8699,0.4913
0.7586,0.8641,0.8000,0.4063,0.6120,0.8796,0.8700,0.4862
0.7579,0.8641,0.7988,0.4011,0.6093,0.8795,0.8702,0.4812
0.7572,0.8642,0.7976,0.3960,0.6067,0.8793,0.8703,0.4762
0.7566,0.8642,0.7964,0.3909,0.6040,0.8791,0.8704,0.4712
0.7560,0.8643,0.7952,0.3859,0.6014,0.8789,0.8705,0.4662
0.7553,0.8643,0.7940,0.3810,0.5987,0.8788,0.8707,0.4612
0.7547,0.8644,0.7927,0.3761,0.5961,0.8786,0.8708,0.4563
0.7541,0.8645,0.7914,0.3713,0.5934,0.8784,0.8709,0.4514
0.7535,0.8645,0.7902,0.3665,0.5908,0.8782,0.8710,0.4465
0.7529,0.8646,0.7888,0.3618,0.5881,0.8780,0.8712,0.4416
0.7523,0.8647,0.7875,0.3571,0.5855,0.8778,0.8713,0.4367
0.7518,0.8647,0.7862,0.3526,0.5829,0.8776,0.8714,0.4319
0.7512,0.8648,0.7848,0.3481,0.5802,0.8774,0.8716,0.4271
0.7506,0.8649,0.7834,0.3436,0.5776,0.8772,0.8717,0.4223
0.7501,0.8649,0.7820,0.3393,0.5750,0.8770,0.8718,0.4176
0.7495,0.8650,0.7806,0.3350,0.5723,0.8768,0.8720,0.4129
0.7490,0.8651,0.7791,0.3307,0.5697,0.8766,0.8721,0.4083
0.7485,0.8652,0.7776,0.3266,0.5671,0.8763,0.8723,0.4036
0.7479,0.8652,0.7762,0.3225,0.5645,0.8761,0.8724,0.3990
0.7474,0.8653,0.7746,0.3184,0.5619,0.8759,0.8725,0.3945
0.7469,0.8654,0.7731,0.3145,0.5593,0.8757,0.8727,0.3900
0.7464,0.8654,0.7715,0.3106,0.5567,0.8754,0.8728,0.3855
0.7459,0.8655,0.7699,0.3067,0.5541,0.8752,0.8729,0.3811
0.7454,0.8656,0.7683,0.3030,0.5515,0.8749,0.8731,0.3768
0.7450,0.8657,0.7667,0.2993,0.5489,0.8747,0.8732,0.3724
0.7445,0.8657,0.7650,0.2957,0.5463,0.8744,0.8733,0.3682
0.7440,0.8658,0.7633,0.2921,0.5437,0.8742,0.8735,0.3639
0.7436,0.8659,0.7616,0.2886,0.5412,0.8739,0.8736,0.3597
0.7431,0.8659,0.7598,0.2852,0.5386,0.8737,0.8737,0.3556
0.7427,0.8660,0.7581,0.2818,0.5360,0.8734,0.8738,0.3515
0.7422,0.8660,0.7563,0.2785,0.5335,0.8731,0.8740,0.3475
0.7418,0.8661,0.7544,0.2753,0.5309,0.8728,0.8741,0.3435
0.7414,0.8662,0.7526,0.2721,0.5284,0.8726,0.8742,0.3395
0.7410,0.8662,0.7507,0.2690,0.5258,0.8723,0.8743,0.3357
0.7406,0.8663,0.7488,0.2659,0.5233,0.8720,0.8745,0.3318
0.7402,0.8663,0.7468,0.2629,0.5208,0.8717,0.8746,0.3280
0.7398,0.8664,0.7448,0.2600,0.5182,0.8714,0.8747,0.3243
0.7394,0.8664,0.7428,0.2571,0.5157,0.8711,0.8748,0.3206
0.7390,0.8665,0.7408,0.2543,0.5132,0.8708,0.8749,0.3170
0.7386,0.8665,0.7387,0.2515,0.5107,0.8704,0.8750,0.3134
0.7382,0.8665,0.7366,0.2488,0.5082,0.8701,0.8752,0.3099
0.7378,0.8666,0.7344,0.2462,0.5057,0.8698,0.8753,0.3064
0.7375,0.8666,0.7323,0.2436,0.5032,0.8695,0.8754,0.3029
0.7371,0.8666,0.7301,0.2410,0.5007,0.8691,0.8755,0.2996
0.7367,0.8666,0.7278,0.2385,0.4982,0.8688,0.8756,0.2962
0.7364,0.8667,0.7255,0.2361,0.4957,0.8684,0.8757,0.2929
0.7360,0.8667,0.7232,0.2337,0.4932,0.8681,0.8758,0.2897
0.7357,0.8667,0.7209,0.2313,0.4908,0.8677,0.8759,0.2865
0.7353,0.8667,0.7185,0.2290,0.4883,0.8673,0.8760,0.2834
0.7350,0.8667,0.7161,0.2267,0.4858,0.8670,0.8761,0.2803
0.7347,0.8667,0.7136,0.2245,0.4834,0.8666,0.8761,0.2773
0.7343,0.8667,0.7112,0.2224,0.4809,0.8662,0.8762,0.2743
0.7340,0.8667,0.7086,0.2202,0.4785,0.8658,0.8763,0.2713
0.7337,0.8667,0.7061,0.2181,0.4760,0.8654,0.8764,0.2684
0.7333,0.8667,0.7035,0.2161,0.4736,0.8650,0.8765,0.2656
0.7330,0.8666,0.7009,0.2141,0.4712,0.8646,0.8765,0.2628
0.7327,0.8666,0.6982,0.2121,0.4687,0.8642,0.8766,0.2600
0.7324,0.8666,0.6955,0.2102,0.4663,0.8638,0.8767,0.2573
0.7321,0.8665,0.6928,0.2083,0.4639,0.8634,0.8768,0.2547
0.7317,0.8665,0.6900,0.2065,0.4615,0.8629,0.8768,0.2521
0.7314,0.8664,0.6872,0.2047,0.4591,0.8625,0.8769,0.2495
0.7311,0.8664,0.6844,0.2029,0.4567,0.8620,0.8769,0.2469
0.7308,0.8663,0.6815,0.2012,0.4543,0.8616,0.8770,0.2445
0.7305,0.8663,0.6786,0.1995,0.4519,0.8611,0.8771,0.2420
0.7302,0.8662,0.6756,0.1978,0.4495,0.8607,0.8771,0.2396
0.7299,0.8661,0.6726,0.1962,0.4471,0.8602,0.8771,0.2372
0.7296,0.8661,0.6696,0.1946,0.4447,0.8597,0.8772,0.2349
0.7293,0.8660,0.6666,0.1930,0.4423,0.8592,0.8772,0.2326
0.7289,0.8659,0.6635,0.1915,0.4400,0.8588,0.8773,0.2304
0.7286,0.8658,0.6604,0.1899,0.4376,0.8583,0.8773,0.2282
0.7283,0.8657,0.6572,0.1885,0.4352,0.8578,0.8774,0.2260
0.7280,0.8656,0.6541,0.1870,0.4329,0.8572,0.8774,0.2239
0.7277,0.8655,0.6508,0.1856,0.4305,0.8567,0.8774,0.2218
0.7274,0.8654,0.6476,0.1842,0.4282,0.8562,0.8774,0.2197
0.7270,0.8653,0.6443,0.1828,0.4259,0.8557,0.8775,0.2177
0.7267,0.8651,0.6410,0.1815,0.4235,0.8551,0.8775,0.2157
0.7264,0.8650,0.6377,0.1801,0.4212,0.8546,0.8775,0.2137
0.7261,0.8649,0.6343,0.1789,0.4189,0.8541,0.8775,0.2118
0.7257,0.8647,0.6309,0.1776,0.4166,0.8535,0.8775,0.2099
0.7254,0.8646,0.6275,0.1763,0.4142,0.8529,0.8775,0.2081
0.7251,0.8644,0.6241,0.1751,0.4119,0.8524,0.8775,0.2063
0.7247,0.8643,0.6206,0.1739,0.4096,0.8518,0.8776,0.2045
0.7244,0.8641,0.6171,0.1727,0.4073,0.8512,0.8776,0.2027
0.7240,0.8639,0.6136,0.1716,0.4051,0.8506,0.8776,0.2010
0.7237,0.8638,0.6101,0.1704,0.4028,0.8500,0.8776,0.1993
0.7233,0.8636,0.6065,0.1693,0.4005,0.8494,0.8775,0.1976
0.7229,0.8634,0.6030,0.1682,0.3982,0.8488,0.8775,0.1960
0.7225,0.8632,0.5994,0.1672,0.3960,0.8482,0.8775,0.1944
0.7222,0.8630,0.5958,0.1661,0.3937,0.8476,0.8775,0.1928
0.7218,0.8628,0.5921,0.1651,0.3915,0.8469,0.8775,0.1912
0.7214,0.8626,0.5885,0.1640,0.3892,0.8463,0.8775,0.1897
0.7210,0.8624,0.5848,0.1630,0.3870,0.8456,0.8775,0.1882
0.7206,0.8622,0.5812,0.1621,0.3848,0.8450,0.8774,0.1867
0.7201,0.8619,0.5775,0.1611,0.3825,0.8443,0.8774,0.1853
0.7197,0.8617,0.5738,0.1601,0.3803,0.8437,0.8774,0.1839
0.7193,0.8615,0.5701,0.1592,0.3781,0.8430,0.8774,0.1825
0.7188,0.8612,0.5664,0.1583,0.3759,0.8423,0.8773,0.1811
0.7184,0.8610,0.5626,0.1574,0.3737,0.8416,0.8773,0.1797
0.7179,0.8607,0.5589,0.1565,0.3716,0.8409,0.8772,0.1784
0.7174,0.8604,0.5552,0.1556,0.3694,0.8402,0.8772,0.1771
0.7169,0.8602,0.5514,0.1548,0.3672,0.8395,0.8772,0.1758
0.7164,0.8599,0.5477,0.1539,0.3651,0.8388,0.8771,0.1745
0.7159,0.8596,0.5440,0.1531,0.3629,0.8381,0.8771,0.1733
0.7154,0.8593,0.5402,0.1523,0.3608,0.8374,0.8770,0.1720
0.7149,0.8590,0.5365,0.1515,0.3587,0.8366,0.8770,0.1708
0.7143,0.8587,0.5327,0.1507,0.3565,0.8359,0.8769,0.1696
0.7138,0.8584,0.5290,0.1499,0.3544,0.8351,0.8769,0.1685
0.7132,0.8581,0.5253,0.1491,0.3523,0.8344,0.8768,0.1673
0.7126,0.8578,0.5215,0.1484,0.3502,0.8336,0.8768,0.1662
0.7121,0.8575,0.5178,0.1477,0.3482,0.8328,0.8767,0.1651
0.7115,0.8572,0.5141,0.1469,0.3461,0.8321,0.8766,0.1640
0.7108,0.8568,0.5104,0.1462,0.3440,0.8313,0.8766,0.1629
0.7102,0.8565,0.5067,0.1455,0.3420,0.8305,0.8765,0.1618
0.7096,0.8561,0.5030,0.1448,0.3399,0.8297,0.8764,0.1608
0.7089,0.8558,0.4993,0.1441,0.3379,0.8289,0.8764,0.1597
0.7082,0.8554,0.4957,0.1434,0.3359,0.8281,0.8763,0.1587
0.7075,0.8551,0.4920,0.1428,0.3339,0.8273,0.8762,0.1577
0.7068,0.8547,0.4884,0.1421,0.3319,0.8265,0.8762,0.1567
0.7061,0.8543,0.4848,0.1415,0.3299,0.8256,0.8761,0.1558
0.7054,0.8539,0.4812,0.1408,0.3279,0.8248,0.8760,0.1548
0.7047,0.8535,0.4776,0.1402,0.3259,0.8239,0.8759,0.1539
0.7039,0.8531,0.4740,0.1396,0.3240,0.8231,0.8758,0.1529
0.7031,0.8527,0.4704,0.1390,0.3220,0.8222,0.8758,0.1520
0.7023,0.8523,0.4669,0.1384,0.3201,0.8214,0.8757,0.1511
0.7015,0.8519,0.4634,0.1378,0.3182,0.8205,0.8756,0.1502
0.7007,0.8515,0.4599,0.1372,0.3162,0.8196,0.8755,0.1493
0.6999,0.8511,0.4564,0.1367,0.3143,0.8188,0.8754,0.1484
0.6990,0.8506,0.4530,0.1361,0.3125,0.8179,0.8753,0.1476
0.6981,0.8502,0.4496,0.1355,0.3106,0.8170,0.8752,0.1467
0.6972,0.8497,0.4461,0.1350,0.3087,0.8161,0.8751,0.1459
0.6963,0.8493,0.4428,0.1344,0.3068,0.8152,0.8750,0.1451
0.6954,0.8488,0.4394,0.1339,0.3050,0.8143,0.8750,0.1443
0.6945,0.8484,0.4361,0.1334,0.3032,0.8134,0.8749,0.1435
0.6935,0.8479,0.4328,0.1329,0.3013,0.8124,0.8748,0.1427
0.6926,0.8474,0.4295,0.1323,0.2995,0.8115,0.8747,0.1419
0.6916,0.8469,0.4262,0.1318,0.2977,0.8106,0.8746,0.1411
0.6906,0.8464,0.4230,0.1313,0.2959,0.8096,0.8745,0.1403
0.6896,0.8459,0.4198,0.1308,0.2942,0.8087,0.8744,0.1396
0.6885,0.8454,0.4166,0.1304,0.2924,0.8077,0.8743,0.1388
0.6875,0.8449,0.4134,0.1299,0.2906,0.8068,0.8741,0.1381
0.6864,0.8443,0.4103,0.1294,0.2889,0.8058,0.8740,0.1374
0.6853,0.8438,0.4072,0.1289,0.2872,0.8048,0.8739,0.1367
0.6842,0.8433,0.4041,0.1285,0.2855,0.8039,0.8738,0.1360
0.6831,0.8427,0.4011,0.1280,0.2837,0.8029,0.8737,0.1352
0.6819,0.8422,0.3981,0.1276,0.2821,0.8019,0.8736,0.1346
0.6808,0.8416,0.3951,0.1271,0.2804,0.8009,0.8735,0.1339
0.6796,0.8410,0.3921,0.1267,0.2787,0.7999,0.8734,0.1332
0.6784,0.8405,0.3892,0.1263,0.2770,0.7989,0.8733,0.1325
0.6772,0.8399,0.3863,0.1258,0.2754,0.7979,0.8732,0.1318
0.6760,0.8393,0.3834,0.1254,0.2738,0.7969,0.8730,0.1312
0.6747,0.8387,0.3805,0.1250,0.2721,0.7958,0.8729,0.1305
0.6735,0.8381,0.3777,0.1246,0.2705,0.7948,0.8728,0.1299
0.6722,0.8375,0.3749,0.1242,0.2689,0.7938,0.8727,0.1293
0.6709,0.8368,0.3721,0.1238,0.2673,0.7927,0.8726,0.1286
0.6696,0.8362,0.3694,0.1234,0.2657,0.7917,0.8725,0.1280
0.6682,0.8356,0.3667,0.1230,0.2642,0.7906,0.8723,0.1274
0.6669,0.8349,0.3640,0.1226,0.2626,0.7896,0.8722,0.1268
0.6655,0.8342,0.3613,0.1223,0.2611,0.7885,0.8721,0.1262
0.6641,0.8336,0.3587,0.1219,0.2595,0.7874,0.8720,0.1256
0.6627,0.8329,0.3561,0.1215,0.2580,0.7864,0.8719,0.1250
0.6613,0.8322,0.3535,0.1211,0.2565,0.7853,0.8717,0.1244
0.6599,0.8315,0.3510,0.1208,0.2550,0.7842,0.8716,0.1238
0.6585,0.8308,0.3485,0.1204,0.2535,0.7831,0.8715,0.1233
0.6570,0.8301,0.3460,0.1201,0.2520,0.7820,0.8714,0.1227
0.6555,0.8294,0.3435,0.1197,0.2506,0.7809,0.8712,0.1221
0.6540,0.8287,0.3411,0.1194,0.2491,0.7798,0.8711,0.1216
0.6525,0.8279,0.3387,0.1191,0.2477,0.7787,0.8710,0.1210
0.6510,0.8272,0.3363,0.1187,0.2463,0.7776,0.8709,0.1205
0.6494,0.8264,0.3339,0.1184,0.2448,0.7765,0.8707,0.1199
0.6478,0.8257,0.3316,0.1181,0.2434,0.7753,0.8706,0.1194
0.6463,0.8249,0.3293,0.1177,0.2420,0.7742,0.8705,0.1189
0.6447,0.8241,0.3270,0.1174,0.2406,0.7731,0.8704,0.1183
0.6431,0.8233,0.3247,0.1171,0.2393,0.7719,0.8702,0.1178
0.6414,0.8225,0.3225,0.1168,0.2379,0.7708,0.8701,0.1173
0.6398,0.8217,0.3203,0.1165,0.2365,0.7696,0.8700,0.1168
0.6381,0.8208,0.3181,0.1162,0.2352,0.7685,0.8698,0.1163
0.6364,0.8200,0.3160,0.1159,0.2339,0.7673,0.8697,0.1158
0.6348,0.8192,0.3139,0.1156,0.2326,0.7661,0.8696,0.1153
0.6331,0.8183,0.3117,0.1153,0.2312,0.7649,0.8695,0.1148
0.6313,0.8174,0.3097,0.1150,0.2299,0.7638,0.8693,0.1143
0.6296,0.8165,0.3076,0.1147,0.2287,0.7626,0.8692,0.1138
0.6278,0.8156,0.3056,0.1145,0.2274,0.7614,0.8691,0.1133
0.6261,0.8147,0.3036,0.1142,0.2261,0.7602,0.8689,0.1129
0.6243,0.8138,0.3016,0.1139,0.2249,0.7590,0.8688,0.1124
0.6225,0.8129,0.2996,0.1136,0.2236,0.7578,0.8687,0.1119
0.6207,0.8120,0.2977,0.1134,0.2224,0.7565,0.8685,0.1115
0.6189,0.8110,0.2958,0.1131,0.2212,0.7553,0.8684,0.1110
0.6170,0.8101,0.2939,0.1128,0.2199,0.7541,0.8683,0.1106
0.6152,0.8091,0.2920,0.1126,0.2187,0.7529,0.8681,0.1101
0.6133,0.8081,0.2901,0.1123,0.2175,0.7516,0.8680,0.1097
0.6114,0.8071,0.2883,0.1121,0.2164,0.7504,0.8679,0.1092
0.6095,0.8061,0.2865,0.1118,0.2152,0.7491,0.8677,0.1088
0.6076,0.8051,0.2847,0.1116,0.2140,0.7479,0.8676,0.1084
0.6057,0.8040,0.2829,0.1113,0.2129,0.7466,0.8675,0.1079
0.6038,0.8030,0.2812,0.1111,0.2117,0.7454,0.8673,0.1075
0.6018,0.8019,0.2794,0.1109,0.2106,0.7441,0.8672,0.1071
0.5999,0.8009,0.2777,0.1106,0.2095,0.7428,0.8671,0.1067
0.5979,0.7998,0.2760,0.1104,0.2084,0.7415,0.8669,0.1063
0.5959,0.7987,0.2744,0.1102,0.2073,0.7403,0.8668,0.1058
0.5939,0.7976,0.2727,0.1099,0.2062,0.7390,0.8667,0.1054
0.5919,0.7964,0.2711,0.1097,0.2051,0.7377,0.8665,0.1050
0.5899,0.7953,0.2695,0.1095,0.2040,0.7364,0.8664,0.1046
0.5879,0.7942,0.2679,0.1093,0.2030,0.7350,0.8662,0.1042
0.5858,0.7930,0.2663,0.1091,0.2019,0.7337,0.8661,0.1039
0.5838,0.7918,0.2647,0.1089,0.2009,0.7324,0.8660,0.1035
0.5817,0.7906,0.2632,0.1086,0.1999,0.7311,0.8658,0.1031
0.5797,0.7894,0.2616,0.1084,0.1988,0.7297,0.8657,0.1027
0.5776,0.7882,0.2601,0.1082,0.1978,0.7284,0.8656,0.1023
0.5755,0.7869,0.2586,0.1080,0.1968,0.7270,0.8654,0.1020
0.5734,0.7857,0.2572,0.1078,0.1958,0.7257,0.8653,0.1016
0.5713,0.7844,0.2557,0.1076,0.1949,0.7243,0.8652,0.1012
0.5691,0.7831,0.2543,0.1074,0.1939,0.7230,0.8650,0.1009
0.5670,0.7818,0.2528,0.1072,0.1929,0.7216,0.8649,0.1005
0.5649,0.7805,0.2514,0.1070,0.1920,0.7202,0.8648,0.1001
0.5627,0.7792,0.2500,0.1069,0.1910,0.7188,0.8646,0.0998
0.5605,0.7779,0.2486,0.1067,0.1901,0.7174,0.8645,0.0994
0.5584,0.7765,0.2473,0.1065,0.1892,0.7160,0.8644,0.0991
0.5562,0.7751,0.2459,0.1063,0.1883,0.7146,0.8642,0.0988
0.5540,0.7737,0.2446,0.1061,0.1874,0.7132,0.8641,0.0984
0.5518,0.7723,0.2433,0.1059,0.1865,0.7118,0.8640,0.0981
0.5496,0.7709,0.2419,0.1058,0.1856,0.7104,0.8638,0.0978
0.5474,0.7695,0.2406,0.1056,0.1847,0.7089,0.8637,0.0974
0.5452,0.7680,0.2394,0.1054,0.1839,0.7075,0.8636,0.0971
0.5430,0.7665,0.2381,0.1052,0.1830,0.7060,0.8634,0.0968
0.5407,0.7650,0.2368,0.1051,0.1822,0.7046,0.8633,0.0965
0.5385,0.7635,0.2356,0.1049,0.1813,0.7031,0.8632,0.0961
0.5363,0.7620,0.2344,0.1047,0.1805,0.7016,0.8630,0.0958
0.5340,0.7605,0.2331,0.1046,0.1797,0.7002,0.8629,0.0955
0.5318,0.7589,0.2319,0.1044,0.1789,0.6987,0.8628,0.0952
0.5295,0.7573,0.2307,0.1042,0.1781,0.6972,0.8626,0.0949
0.5272,0.7557,0.2296,0.1041,0.1773,0.6957,0.8625,0.0946
0.5250,0.7541,0.2284,0.1039,0.1765,0.6942,0.8624,0.0943
0.5227,0.7525,0.2272,0.1037,0.1757,0.6927,0.8622,0.0940
0.5204,0.7509,0.2261,0.1036,0.1749,0.6911,0.8621,0.0937
0.5181,0.7492,0.2250,0.1034,0.1742,0.6896,0.8620,0.0934
0.5159,0.7475,0.2238,0.1033,0.1734,0.6881,0.8618,0.0932
0.5136,0.7458,0.2227,0.1031,0.1727,0.6865,0.8617,0.0929
0.5113,0.7441,0.2216,0.1030,0.1719,0.6850,0.8616,0.0926
0.5090,0.7424,0.2205,0.1028,0.1712,0.6834,0.8614,0.0923
0.5067,0.7406,0.2194,0.1027,0.1705,0.6818,0.8613,0.0921
0.5044,0.7388,0.2184,0.1025,0.1698,0.6802,0.8612,0.0918
0.5021,0.7371,0.2173,0.1024,0.1691,0.6786,0.8610,0.0915
0.4998,0.7352,0.2162,0.1022,0.1684,0.6771,0.8609,0.0913
0.4975,0.7334,0.2152,0.1021,0.1677,0.6754,0.8608,0.0910
0.4952,0.7316,0.2142,0.1019,0.1670,0.6738,0.8606,0.0907
0.4929,0.7297,0.2131,0.1018,0.1664,0.6722,0.8605,0.0905
0.4906,0.7278,0.2121,0.1016,0.1657,0.6706,0.8604,0.0902
0.4882,0.7259,0.2111,0.1015,0.1651,0.6689,0.8602,0.0900
0.4859,0.7240,0.2101,0.1014,0.1644,0.6673,0.8601,0.0897
0.4836,0.7221,0.2091,0.1012,0.1638,0.6656,0.8600,0.0895
0.4813,0.7201,0.2082,0.1011,0.1631,0.6640,0.8598,0.0892
0.4790,0.7182,0.2072,0.1009,0.1625,0.6623,0.8597,0.0890
0.4767,0.7162,0.2062,0.1008,0.1619,0.6606,0.8596,0.0888
0.4744,0.7142,0.2053,0.1007,0.1613,0.6589,0.8594,0.0885
0.4721,0.7122,0.2043,0.1005,0.1607,0.6572,0.8593,0.0883
0.4698,0.7101,0.2034,0.1004,0.1601,0.6555,0.8592,0.0881
0.4675,0.7081,0.2025,0.1002,0.1595,0.6538,0.8590,0.0879
0.4652,0.7060,0.2015,0.1001,0.1589,0.6521,0.8589,0.0876
0.4629,0.7039,0.2006,0.1000,0.1584,0.6503,0.8588,0.0874
0.4606,0.7018,0.1997,0.0998,0.1578,0.6486,0.8586,0.0872
0.4583,0.6996,0.1988,0.0997,0.1573,0.6468,0.8585,0.0870
0.4560,0.6975,0.1979,0.0996,0.1567,0.6451,0.8584,0.0868
0.4537,0.6953,0.1970,0.0994,0.1562,0.6433,0.8582,0.0866
0.4515,0.6931,0.1961,0.0993,0.1556,0.6415,0.8581,0.0864
0.4492,0.6909,0.1953,0.0992,0.1551,0.6397,0.8580,0.0861
0.4469,0.6887,0.1944,0.0990,0.1546,0.6380,0.8578,0.0859
0.4446,0.6865,0.1935,0.0989,0.1540,0.6362,0.8577,0.0857
0.4424,0.6842,0.1927,0.0988,0.1535,0.6343,0.8576,0.0855
